Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HADOOP-188,12333023,more unprotected RPC calls in JobClient.runJob allow loss of job due to timeout,omalley,omalley,Major,Closed,Fixed,02/May/06 23:16,08/Jul/09 16:51,
Bug,HADOOP-186,12332986,communication problems in the task tracker cause long latency,omalley,omalley,Major,Closed,Fixed,02/May/06 11:21,08/Jul/09 16:51,
Bug,HADOOP-185,12332985,tasks are lost during pollForNewTask,omalley,omalley,Critical,Closed,Fixed,02/May/06 10:57,08/Jul/09 16:51,
Bug,HADOOP-183,12332964,adjust file replication factor when loading image and edits according to replication.min and replication.max,hairong,hairong,Minor,Closed,Fixed,02/May/06 02:11,08/Jul/09 16:41,
Bug,HADOOP-182,12332960,lost task trackers should not update status of completed jobs,omalley,omalley,Major,Closed,Fixed,02/May/06 01:48,08/Jul/09 16:51,
Bug,HADOOP-180,12332958,task tracker times out cleaning big job,omalley,omalley,Major,Closed,Fixed,02/May/06 01:42,08/Jul/09 16:51,
Bug,HADOOP-179,12332957,task tracker ghosts remain after 10 minutes,omalley,omalley,Major,Closed,Fixed,02/May/06 01:40,08/Jul/09 16:51,
Bug,HADOOP-176,12332866,comparators of integral writable types are not transitive for inequalities,,dking,Major,Closed,Fixed,29/Apr/06 06:25,08/Sep/06 21:19,
Bug,HADOOP-174,12332858,jobclient kills job for one timeout,omalley,omalley,Major,Closed,Fixed,29/Apr/06 04:01,08/Jul/09 16:51,
Bug,HADOOP-172,12332795,rpc doesn't handle returning null for a String[],omalley,omalley,Blocker,Closed,Fixed,28/Apr/06 00:15,03/Aug/06 17:46,
Bug,HADOOP-169,12332713,a single failure from locateMapOutputs kills the entire job,omalley,omalley,Critical,Closed,Fixed,26/Apr/06 12:24,08/Jul/09 16:51,
