Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,JUDDI-999,13274137,Issue with SQL Server Database with JUDDI 3.3.6 : The size (8192) given to the column 'instance_parms' exceeds the maximum allowed for any data type (8000),spyhunter99,rahul.winner,Major,Closed,Fixed,12/Dec/19 12:35,11/Jul/20 01:33,
Bug,JUDDI-997,13240764,Admin gui has strange behavior and no feedback if the login fails,spyhunter99,spyhunter99,Minor,Closed,Fixed,21/Jun/19 01:22,11/Jan/20 23:13,
Bug,JUDDI-996,13240750,"Admin gui, get all client subscriptions throws a classcast error",spyhunter99,spyhunter99,Major,Closed,Fixed,20/Jun/19 23:04,11/Jan/20 23:13,
Bug,JUDDI-994,13201800,Bash scripts containing windows CRLF line endings,spyhunter99,spyhunter99,Major,Closed,Fixed,01/Dec/18 15:00,05/Dec/18 15:05,
Bug,JUDDI-992,13199113,"FindBinding API call doesn't exactly match the spec, can't search for just the service key",spyhunter99,spyhunter99,Major,Closed,Fixed,17/Nov/18 21:19,05/Dec/18 15:05,
Bug,JUDDI-991,13180548,JUDDI Uses EOL Version of Apache CXF,spyhunter99,mark.kloepping,Major,Closed,Fixed,22/Aug/18 19:54,11/Jan/20 23:13,
Bug,JUDDI-989,13118555,catalina.sh start script needs to remove DOS line endings,spyhunter99,tcunning,Major,Closed,Fixed,15/Nov/17 14:32,09/Feb/18 16:02,
Bug,JUDDI-987,13117648,CVE-2018-1307 XML Entity Expansion,spyhunter99,spyhunter99,Major,Closed,Fixed,10/Nov/17 19:06,09/Feb/18 16:25,
Bug,JUDDI-985,13111238,Replication change record delete fails with hibernate,spyhunter99,spyhunter99,Major,Closed,Fixed,22/Oct/17 15:29,09/Feb/18 16:02,
Bug,JUDDI-984,13111237,Hibernate profile fails to deploy due to extraneous class in the orm xml file,spyhunter99,spyhunter99,Major,Closed,Fixed,22/Oct/17 15:27,09/Feb/18 16:02,
Bug,JUDDI-983,13109473,"Unable to compile under centos, openjdk8, sun.security.provider.certpath.OCSP api mismatch",spyhunter99,spyhunter99,Major,Closed,Fixed,14/Oct/17 23:55,09/Feb/18 16:02,
Bug,JUDDI-978,13106318,Build instability with Replication tests,spyhunter99,spyhunter99,Major,Closed,Fixed,02/Oct/17 00:20,25/Sep/22 13:12,
Bug,JUDDI-977,13104734,reduce findbugs warnings,spyhunter99,spyhunter99,Major,Closed,Fixed,25/Sep/17 11:09,09/Feb/18 16:02,
Bug,JUDDI-975,13104521,mvn site is broken,spyhunter99,spyhunter99,Major,Closed,Fixed,23/Sep/17 13:42,09/Feb/18 16:02,
Bug,JUDDI-970,13042305,Code smell that ignores InvalidValueException,spyhunter99,lifove,Trivial,Closed,Fixed,11/Feb/17 17:22,09/Feb/18 16:02,
Bug,JUDDI-969,13042254,Derby dead lock,,spyhunter99,Minor,Resolved,Fixed,11/Feb/17 04:10,20/Jan/20 03:16,
Bug,JUDDI-968,13040015,Update pom dependencies for vulnerable libraries,spyhunter99,spyhunter99,Major,Resolved,Fixed,03/Feb/17 01:54,04/Feb/17 22:20,
Bug,JUDDI-967,13039938,Suspicious incrementers in for loops,spyhunter99,lifove,Major,Resolved,Fixed,02/Feb/17 20:28,03/Feb/17 02:48,
Bug,JUDDI-966,13004146,sources jars are no longer installed while building juddi,spyhunter99,spyhunter99,Major,Closed,Fixed,11/Sep/16 14:46,13/Sep/16 02:26,
Bug,JUDDI-965,13004136,DispositionReportFaultMessage is hiding exception messages,spyhunter99,subes,Major,Closed,Fixed,11/Sep/16 11:42,11/Sep/16 17:17,
Bug,JUDDI-960,12928761,"TCK tests not passing (windows 7, java 1.8)",spyhunter99,ghilainm@gmail.com,Major,Closed,Fixed,08/Jan/16 22:22,09/Feb/18 16:02,
Bug,JUDDI-959,12928707,Running mvn clean install -Pdist fails with java 1.8 (javadocs generation problem),spyhunter99,ghilainm@gmail.com,Major,Closed,Fixed,08/Jan/16 18:50,13/Sep/16 02:26,
Bug,JUDDI-958,12928706,Running mvn clean install -Pdist fails (validation of apache licences by rat plugin fails),spyhunter99,ghilainm@gmail.com,Major,Closed,Fixed,08/Jan/16 18:46,13/Sep/16 02:26,
Bug,JUDDI-957,12924478,Integration test not passing. org.apache.juddi.v3.tck.UDDI_070_FindEntityIntegrationTest:findSignedEntities(),spyhunter99,ghilainm@gmail.com,Critical,Closed,Fixed,28/Dec/15 10:08,09/Feb/18 16:02,
Bug,JUDDI-956,12922337,Adding a tModel without category as Keyed Reference Groups to another tModel generates an exception.,spyhunter99,ghilainm@gmail.com,Major,Closed,Fixed,16/Dec/15 10:57,13/Sep/16 02:26,
Bug,JUDDI-954,12921076,"Build fails on Red Hat using JDK ""1.7.0_79""",spyhunter99,ghilainm@gmail.com,Major,Resolved,Fixed,11/Dec/15 15:08,12/Dec/15 12:50,
Bug,JUDDI-953,12921054,juddi-core and juddi-core-openjpa do not use the same JPA version,spyhunter99,ghilainm@gmail.com,Major,Closed,Fixed,11/Dec/15 13:12,13/Sep/16 02:26,
Bug,JUDDI-951,12918007,EntityManagerFactory not closed when undeploying juddi,spyhunter99,ghilainm@gmail.com,Major,Closed,Fixed,03/Dec/15 13:15,13/Sep/16 02:26,
Bug,JUDDI-948,12914497,API_070_FindEntityTest is not passing anymore,spyhunter99,ghilainm@gmail.com,Trivial,Closed,Fixed,19/Nov/15 15:03,09/Feb/18 16:02,
Bug,JUDDI-946,12914475,Incorrect annotation on JPA entity classes,spyhunter99,ghilainm@gmail.com,Major,Closed,Fixed,19/Nov/15 14:01,13/Sep/16 02:26,
Bug,JUDDI-945,12913697,Validation error in the JUDDI web.xml (non-Tomcat containers),spyhunter99,ghilainm@gmail.com,Critical,Closed,Fixed,17/Nov/15 13:35,13/Sep/16 02:26,
Bug,JUDDI-943,12913336,WebHelper class: Client name not set in servletContext after getUDDIClient is called,spyhunter99,ghilainm@gmail.com,Major,Closed,Fixed,16/Nov/15 15:08,09/Feb/18 16:02,
Bug,JUDDI-940,12908239,"Wrong namespace for portType: ""UDDI_Inquiry_PortType"" (not compliant with UDDI V3 !)",spyhunter99,ghilainm@gmail.com,Blocker,Closed,Fixed,27/Oct/15 14:15,11/Nov/15 12:24,
Bug,JUDDI-939,12908175,NullPointerException when using service cache,spyhunter99,ghilainm@gmail.com,Major,Closed,Fixed,27/Oct/15 09:42,11/Nov/15 12:24,
Bug,JUDDI-938,12908165,Javadoc incorrect (UDDIServiceCache),spyhunter99,ghilainm@gmail.com,Trivial,Closed,Fixed,27/Oct/15 09:16,11/Nov/15 12:24,
Bug,JUDDI-937,12908159,PolicyRoundRobin not working without service cache,spyhunter99,ghilainm@gmail.com,Minor,Resolved,Fixed,27/Oct/15 09:08,01/Feb/20 02:21,
Bug,JUDDI-936,12907876,OutOfMemoryError accessing admin interface.,spyhunter99,ghilainm@gmail.com,Critical,Closed,Fixed,26/Oct/15 10:38,11/Nov/15 12:24,
Bug,JUDDI-935,12864537,AdminUI/Statistics page fails to render under JDK8,spyhunter99,spyhunter99,Major,Closed,Fixed,16/Sep/15 11:35,07/Oct/15 00:14,
Bug,JUDDI-934,12846918,jUDDI CLI client is not included in the distribution zips,spyhunter99,spyhunter99,Major,Closed,Fixed,22/Jul/15 15:00,07/Oct/15 00:14,
Bug,JUDDI-926,12771743,juddi-gui save configuration isn't working correctly,spyhunter99,spyhunter99,Major,Resolved,Fixed,02/Feb/15 15:13,03/Feb/15 03:14,
Bug,JUDDI-924,12771212,CryptoUtil scripts main class is incorrect,spyhunter99,spyhunter99,Major,Resolved,Fixed,30/Jan/15 03:54,30/Jan/15 04:01,
Bug,JUDDI-922,12768831,ValueSetValidation rule processing is incorrect,spyhunter99,spyhunter99,Major,Resolved,Fixed,20/Jan/15 23:43,21/Jan/15 02:36,
Bug,JUDDI-921,12768440,Digital Signature Util can fail to validate with a NPE under certain conditions,spyhunter99,spyhunter99,Major,Resolved,Fixed,19/Jan/15 13:50,19/Jan/15 13:52,
Bug,JUDDI-920,12768221,jUDDI's support for HTTP based authentication doesn't work,spyhunter99,spyhunter99,Major,Resolved,Fixed,17/Jan/15 15:04,17/Jan/15 16:37,
Bug,JUDDI-913,12766737,Publisher Assertion digital signatures are not persisted in the database,spyhunter99,spyhunter99,Major,Resolved,Fixed,12/Jan/15 01:04,19/Jan/15 03:18,
Bug,JUDDI-908,12764724,Enforce access control rules on deleting publisher assertions,spyhunter99,spyhunter99,Major,Resolved,Fixed,03/Jan/15 20:16,09/Jan/15 02:42,
Bug,JUDDI-904,12764464,intermittent test failures,spyhunter99,spyhunter99,Major,Closed,Fixed,01/Jan/15 21:13,09/Feb/18 16:02,
Bug,JUDDI-903,12763142,"SQL Injection on JUDDI API service, delete_publisher",spyhunter99,spyhunter99,Critical,Resolved,Fixed,22/Dec/14 00:05,22/Dec/14 00:18,
Bug,JUDDI-902,12763141,"When removing a publisher, subscriptions are orphaned",spyhunter99,spyhunter99,Major,Resolved,Fixed,21/Dec/14 23:52,22/Dec/14 00:13,
Bug,JUDDI-899,12761592,findBinding by category bag doesn't work,spyhunter99,spyhunter99,Major,Resolved,Fixed,14/Dec/14 02:24,01/Jan/15 18:09,
Bug,JUDDI-898,12761561,Fix/update UDDIConstants class and default tmodel install data,spyhunter99,spyhunter99,Major,Resolved,Fixed,13/Dec/14 13:52,13/Dec/14 14:59,
Bug,JUDDI-896,12760315,Fix miscellaneous miscellaneous typos and formatting issues,spyhunter99,spyhunter99,Major,Resolved,Fixed,09/Dec/14 00:42,10/Dec/14 00:30,
Bug,JUDDI-892,12759704,Broken links on juddi tomcat page,spyhunter99,tcunning,Major,Resolved,Fixed,05/Dec/14 15:53,09/Dec/14 03:13,
Bug,JUDDI-891,12754965,revise juddi install data to match the root node id per spec,spyhunter99,spyhunter99,Major,Resolved,Fixed,13/Nov/14 03:43,09/Dec/14 03:13,
Bug,JUDDI-890,12754512,"when saving a config with node/properties defined, the output is concat'd",spyhunter99,spyhunter99,Major,Closed,Fixed,11/Nov/14 17:10,06/Dec/14 00:58,
Bug,JUDDI-889,12754510,fix example juddi client config files (undefined xml prefix xsi),spyhunter99,spyhunter99,Major,Closed,Fixed,11/Nov/14 17:04,06/Dec/14 00:58,
Bug,JUDDI-886,12752244,web based digital signature applet fails to run due to missing permissions attribute,spyhunter99,spyhunter99,Major,Closed,Fixed,01/Nov/14 22:18,06/Dec/14 00:58,
Bug,JUDDI-884,12752186,CSRF Potential for juddi-gui/ajax/tmodelsearch.jsp,spyhunter99,spyhunter99,Blocker,Closed,Fixed,01/Nov/14 15:33,06/Dec/14 00:58,
Bug,JUDDI-883,12750651,browse business page down won't function repeatedly ,spyhunter99,spyhunter99,Major,Closed,Fixed,27/Oct/14 00:29,06/Dec/14 00:58,
Bug,JUDDI-881,12731683,find_business does not filter services when providing a tModelBag,spyhunter99,jellevdd,Major,Resolved,Fixed,04/Aug/14 08:02,06/Jan/15 00:05,
Bug,JUDDI-880,12723975,org.apache.juddi.v3.client.client.name,spyhunter99,subes,Major,Closed,Fixed,26/Jun/14 21:16,27/Jun/14 19:39,
Bug,JUDDI-877,12706858,Buildbot doesn't trigger on commit,spyhunter99,spyhunter99,Major,Resolved,Fixed,06/Apr/14 18:07,17/May/14 14:01,
Bug,JUDDI-873,12699703,Subscription Listener doesn't work for publisher assertion updates,spyhunter99,spyhunter99,Major,Resolved,Fixed,09/Mar/14 19:30,01/Jan/15 21:01,
Bug,JUDDI-870,12699102,ORA-00910: specified length too long for its datatype in openjpa,spyhunter99,volyihin,Major,Resolved,Fixed,06/Mar/14 09:34,26/Dec/14 15:50,
Bug,JUDDI-867,12698255,clerk does not honor methods that specify a node,spyhunter99,spyhunter99,Major,Closed,Fixed,02/Mar/14 21:45,06/Dec/14 00:58,
Bug,JUDDI-866,12698187,subscription notifier may fail to send messages under certain conditions,spyhunter99,spyhunter99,Major,Closed,Fixed,02/Mar/14 13:30,06/Dec/14 00:58,
Bug,JUDDI-865,12698143,subscription listener url is not mapped from clerk.getApiNode,spyhunter99,spyhunter99,Major,Closed,Fixed,01/Mar/14 23:17,06/Dec/14 00:58,
Bug,JUDDI-864,12697819,"Deploy to wildfly may fail with ""SubscriptionCallbackListener may not declare a finalize() method""",spyhunter99,spyhunter99,Major,Closed,Fixed,27/Feb/14 22:48,06/Dec/14 00:58,
Bug,JUDDI-863,12697582,save subscription doesn't check subscription key length,spyhunter99,spyhunter99,Major,Closed,Fixed,27/Feb/14 02:43,06/Dec/14 00:58,
Bug,JUDDI-857,12696224,edit subscription page doesn't populate binding key,spyhunter99,spyhunter99,Major,Closed,Fixed,20/Feb/14 12:14,06/Dec/14 00:58,
Bug,JUDDI-855,12695843,findBinding with a service key defined always returns service not found,spyhunter99,spyhunter99,Major,Closed,Fixed,19/Feb/14 00:22,06/Dec/14 00:58,
Bug,JUDDI-852,12695208,find binding's ListDescription's count values are always null,spyhunter99,spyhunter99,Major,Closed,Fixed,14/Feb/14 13:37,06/Dec/14 00:58,
Bug,JUDDI-851,12695101,access control roles are incorrect for uddiv2 keys,spyhunter99,spyhunter99,Major,Closed,Fixed,13/Feb/14 23:16,21/Feb/14 18:15,
Bug,JUDDI-850,12694777,Filter invalid find qualifiers from UDDIv2 Mappers,spyhunter99,kurtstam,Major,Closed,Fixed,12/Feb/14 16:42,06/Dec/14 00:58,
Bug,JUDDI-848,12694155,Publish.SaveBinding throws up when passed an invalid key,spyhunter99,spyhunter99,Major,Closed,Fixed,09/Feb/14 14:11,06/Dec/14 00:58,
Bug,JUDDI-847,12694128,support signing binding templates,spyhunter99,spyhunter99,Major,Closed,Fixed,08/Feb/14 21:48,06/Dec/14 00:58,
Bug,JUDDI-846,12694110,i18n subscription editor error messages,spyhunter99,spyhunter99,Major,Closed,Fixed,08/Feb/14 17:27,06/Dec/14 00:58,
Bug,JUDDI-845,12694103,creating subscription for a specific tmodel throw 'alert criteria invaliderror',spyhunter99,spyhunter99,Major,Closed,Fixed,08/Feb/14 15:30,06/Dec/14 00:58,
Bug,JUDDI-844,12694102,links to user/admin guides point to the wrong version,spyhunter99,spyhunter99,Major,Closed,Fixed,08/Feb/14 15:15,06/Dec/14 00:58,
Bug,JUDDI-841,12693776,save entity permissions with undefined keys,kstam,spyhunter99,Major,Closed,Fixed,06/Feb/14 23:32,28/Feb/14 17:34,
Bug,JUDDI-840,12693648,Fix file authentication,kstam,kurtstam,Major,Closed,Fixed,06/Feb/14 20:22,24/Sep/14 13:55,
Bug,JUDDI-839,12693604,uddi-migration tool option preserveOwnership doesn't work,spyhunter99,spyhunter99,Major,Closed,Fixed,06/Feb/14 16:56,06/Dec/14 00:58,
Bug,JUDDI-838,12693552,restore or recreate SCOUT web pages,spyhunter99,spyhunter99,Major,Closed,Fixed,06/Feb/14 13:06,06/Feb/14 15:23,
Bug,JUDDI-836,12693337,The target namespace of publish v2 endpoint is urn:uddi-org:inquiry_v2,spyhunter99,spyhunter99,Major,Closed,Fixed,05/Feb/14 12:56,06/Dec/14 00:58,
Bug,JUDDI-835,12693333,.net client only works for the home node,spyhunter99,spyhunter99,Major,Closed,Fixed,05/Feb/14 12:33,06/Dec/14 00:58,
Bug,JUDDI-834,12692675,login always uses the 'default' nodename,kurtstam,kurtstam,Major,Closed,Fixed,01/Feb/14 19:24,03/Feb/14 19:10,
Bug,JUDDI-830,12692545,importFromWSDL password field should be of type password,kurtstam,kurtstam,Major,Closed,Fixed,31/Jan/14 17:07,03/Feb/14 19:10,
Bug,JUDDI-829,12692415,adjust validation rules for bindingTemplate/tModelInstanceInfo,spyhunter99,spyhunter99,Major,Closed,Fixed,31/Jan/14 00:26,03/Feb/14 19:10,
Bug,JUDDI-828,12692328,JUDDI fails to deploy on EAP6.x,kstam,jsight,Major,Closed,Fixed,30/Jan/14 17:19,03/Mar/14 04:04,
Bug,JUDDI-827,12692175,misc usability enhancements,spyhunter99,spyhunter99,Major,Closed,Fixed,29/Jan/14 23:14,03/Feb/14 19:10,
Bug,JUDDI-826,12692153,saveBusiness on an existing business fails no browsers other than chrome,kurtstam,kurtstam,Major,Closed,Fixed,29/Jan/14 22:02,03/Feb/14 19:10,
Bug,JUDDI-816,12691216,business and service editor krgrp kr's are not saved,spyhunter99,spyhunter99,Major,Closed,Fixed,25/Jan/14 16:04,03/Feb/14 19:10,
Bug,JUDDI-809,12691161,find service's minimum elements is incorrect,kstam,spyhunter99,Critical,Closed,Fixed,24/Jan/14 23:45,27/Jan/14 20:01,
Bug,JUDDI-806,12690949,"refactor service editor, move binding templates to another page",spyhunter99,spyhunter99,Major,Closed,Fixed,24/Jan/14 01:21,06/Dec/14 00:58,
Bug,JUDDI-805,12690946,service edit may fail to render correctly under certain conditions,spyhunter99,spyhunter99,Major,Closed,Fixed,24/Jan/14 01:13,03/Feb/14 19:10,
Bug,JUDDI-804,12690334,find tModel NPE,spyhunter99,kurtstam,Major,Closed,Fixed,22/Jan/14 18:01,03/Feb/14 19:10,
Bug,JUDDI-803,12690332,keyGenerator not valid,spyhunter99,kurtstam,Major,Closed,Fixed,22/Jan/14 17:59,03/Feb/14 19:10,
Bug,JUDDI-802,12690331,publisher defaults to admin,spyhunter99,kurtstam,Major,Closed,Fixed,22/Jan/14 17:50,03/Feb/14 19:10,
Bug,JUDDI-801,12690291,The UDDIv3 field IsTruncated() is never populated from Find APIs,kstam,spyhunter99,Major,Closed,Fixed,22/Jan/14 15:24,22/Jan/14 17:44,
Bug,JUDDI-795,12689707,juddi-gui settings config page logic issue,spyhunter99,spyhunter99,Major,Closed,Fixed,19/Jan/14 14:08,03/Feb/14 19:10,
Bug,JUDDI-794,12689657,'admin' users cannot delete items not owned by them,spyhunter99,spyhunter99,Major,Closed,Fixed,18/Jan/14 18:46,03/Feb/14 19:10,
Bug,JUDDI-792,12689093,Add_Publisher,spyhunter99,kurtstam,Major,Closed,Fixed,15/Jan/14 21:26,03/Feb/14 19:10,
Bug,JUDDI-791,12689080,Login/Logout in admin and juddi-gui,kurtstam,kurtstam,Major,Closed,Fixed,15/Jan/14 20:41,03/Feb/14 19:10,
Bug,JUDDI-790,12689019,admin console transport broken,kstam,kurtstam,Major,Closed,Fixed,15/Jan/14 15:14,15/Jan/14 15:48,
Bug,JUDDI-787,12688462,"SORT_BY_NAME_DESC find qualifier for find Binding is an invalid combo, not flagged by juddi",spyhunter99,spyhunter99,Major,Closed,Fixed,12/Jan/14 20:28,03/Feb/14 19:10,
Bug,JUDDI-785,12688459,find with CASE_INSENSITIVE_SORT throws JPA exception,spyhunter99,spyhunter99,Blocker,Closed,Fixed,12/Jan/14 20:08,03/Feb/14 19:10,
Bug,JUDDI-777,12687975,mvn build process is broken in windows,kstam,spyhunter99,Blocker,Closed,Fixed,09/Jan/14 00:22,03/Feb/14 19:10,
Bug,JUDDI-776,12687965,WSDL/WADL2UDDI truncate or split up long descriptions,spyhunter99,spyhunter99,Major,Closed,Fixed,08/Jan/14 23:30,03/Feb/14 19:10,
Bug,JUDDI-772,12687389,revise uddi migration tool to support importing from version 2 api,spyhunter99,spyhunter99,Major,Closed,Fixed,06/Jan/14 03:29,03/Feb/14 19:10,
Bug,JUDDI-771,12687387,"fix juddi admin console status page ""happy juddi""",spyhunter99,spyhunter99,Major,Closed,Fixed,06/Jan/14 02:53,03/Feb/14 19:10,
Bug,JUDDI-763,12687252,juddi-gui wadl importer fails to run (no feedback),spyhunter99,spyhunter99,Major,Closed,Fixed,03/Jan/14 21:49,03/Feb/14 19:10,
Bug,JUDDI-762,12687218,"deleting a publisher should also delete their content, auth tokens",kstam,spyhunter99,Critical,Closed,Fixed,03/Jan/14 18:11,22/Dec/14 00:13,
Bug,JUDDI-759,12686869,fix typo on juddi-gui service editor page,spyhunter99,spyhunter99,Major,Closed,Fixed,31/Dec/13 18:44,03/Feb/14 19:10,
Bug,JUDDI-752,12686064,UDDI_040_BusinessServiceLoadTest fails to run,spyhunter99,spyhunter99,Blocker,Closed,Fixed,22/Dec/13 16:32,03/Feb/14 19:10,
Bug,JUDDI-749,12685486,juddi-gui may throw NPE on redeploy,spyhunter99,spyhunter99,Major,Closed,Fixed,19/Dec/13 00:55,03/Feb/14 19:10,
Bug,JUDDI-747,12684712,Expand jUDDI API test cases,spyhunter99,spyhunter99,Major,Resolved,Fixed,14/Dec/13 14:29,20/Jan/15 00:57,
Bug,JUDDI-746,12684406,Remove test code from SMTP Notifier,kstam,spyhunter99,Major,Closed,Fixed,13/Dec/13 03:35,03/Jan/14 22:44,
Bug,JUDDI-745,12684149,juddi server config's max publish settings are not honored by authenticators,spyhunter99,spyhunter99,Major,Resolved,Fixed,12/Dec/13 02:35,12/Dec/13 12:07,
Bug,JUDDI-743,12683905,UDDI_001_UDDIServiceTest has some invalid tests,spyhunter99,spyhunter99,Major,Resolved,Fixed,10/Dec/13 19:44,15/Dec/13 02:10,
Bug,JUDDI-740,12683228,juddi REST services do not function for JSON encoded responses,spyhunter99,spyhunter99,Major,Closed,Fixed,06/Dec/13 23:57,03/Feb/14 19:10,
Bug,JUDDI-739,12683224,juddi-gui businessEditor throws up,spyhunter99,spyhunter99,Major,Closed,Fixed,06/Dec/13 23:37,03/Feb/14 19:10,
Bug,JUDDI-735,12682008,juddi api wsdls do not have fault information listed,spyhunter99,spyhunter99,Major,Closed,Fixed,01/Dec/13 16:34,03/Feb/14 19:10,
Bug,JUDDI-734,12681978,Handle when a Node changes it ID,spyhunter99,spyhunter99,Major,Resolved,Fixed,01/Dec/13 03:05,21/Jan/15 02:46,
Bug,JUDDI-732,12681942,Append juddi-migration tool with dependencies to uddi client distribution,kstam,spyhunter99,Major,Closed,Fixed,30/Nov/13 00:13,04/Jan/14 20:52,
Bug,JUDDI-730,12681760,juddi-gui operational status missing from tmodels,spyhunter99,spyhunter99,Major,Closed,Fixed,28/Nov/13 13:00,03/Feb/14 19:10,
Bug,JUDDI-728,12681176,Inquiry NPE on find_binding,spyhunter99,spyhunter99,Major,Resolved,Fixed,26/Nov/13 01:01,26/Nov/13 02:32,
Bug,JUDDI-727,12680937,Publish validation does not validate node ownership,spyhunter99,spyhunter99,Blocker,Closed,Fixed,24/Nov/13 18:02,03/Feb/14 19:10,
Bug,JUDDI-721,12680885,juddi-gui edit subscription page incomplete,spyhunter99,spyhunter99,Major,Closed,Fixed,23/Nov/13 16:55,03/Feb/14 19:10,
Bug,JUDDI-718,12679941,juddi-client UDDIClerkServlet does not register annotated services on startup,spyhunter99,spyhunter99,Major,Closed,Fixed,19/Nov/13 12:26,03/Feb/14 19:10,
Bug,JUDDI-716,12679660,Unrecognized Value for Element: X509IssuerSerial,kurtstam,spyhunter99,Blocker,Closed,Fixed,18/Nov/13 00:50,14/Jan/14 19:42,
Bug,JUDDI-712,12679574,Add validation for saving projected entities when a signature is present,spyhunter99,spyhunter99,Critical,Closed,Fixed,16/Nov/13 15:16,03/Feb/14 19:10,
Bug,JUDDI-711,12679525,digital signature util - add support for trust store validation via system properties,spyhunter99,spyhunter99,Major,Closed,Fixed,15/Nov/13 23:46,03/Feb/14 19:10,
Bug,JUDDI-709,12679379,juddi-gui only the first node is listed in the config settings pages,spyhunter99,spyhunter99,Major,Closed,Fixed,15/Nov/13 11:58,03/Feb/14 19:10,
Bug,JUDDI-705,12678427,SaveNode crashes,spyhunter99,spyhunter99,Major,Closed,Fixed,10/Nov/13 02:51,03/Feb/14 19:10,
Bug,JUDDI-704,12678424,jUDDI API Wsdl in source trunk is not synced with code base,spyhunter99,spyhunter99,Blocker,Closed,Fixed,10/Nov/13 01:10,03/Feb/14 19:10,
Bug,JUDDI-698,12678115,juddi-gui edit subscription page date picker doesn't work,spyhunter99,spyhunter99,Major,Closed,Fixed,08/Nov/13 00:00,03/Feb/14 19:10,
Bug,JUDDI-696,12677897,juddi-gui may not generate aes keys using oracle jre without jce,spyhunter99,spyhunter99,Blocker,Closed,Fixed,07/Nov/13 00:07,03/Feb/14 19:10,
Bug,JUDDI-691,12677495,NPE querying for Publisher Assertions ,spyhunter99,spyhunter99,Major,Closed,Fixed,05/Nov/13 02:20,03/Feb/14 19:10,
Bug,JUDDI-690,12677296,juddi-client java wsdl2uddi may not include uddi-org:protocol:http for all bindings/ports using soap 1.2,spyhunter99,spyhunter99,Major,Closed,Fixed,03/Nov/13 23:57,03/Feb/14 19:10,
Bug,JUDDI-689,12677289,"juddi-gui when importing wsdl/wadl, changing the proposed key domain is not honored",spyhunter99,spyhunter99,Major,Resolved,Fixed,03/Nov/13 20:59,04/Nov/13 00:42,
Bug,JUDDI-685,12676736,Asciidoc generation fails,kstam,spyhunter99,Blocker,Closed,Fixed,30/Oct/13 23:01,11/Nov/13 01:55,
Bug,JUDDI-682,12676534,"fix uddi root business entity install file, invalid discovery url and type",spyhunter99,spyhunter99,Major,Closed,Fixed,30/Oct/13 02:24,03/Feb/14 19:10,
Bug,JUDDI-679,12676194,juddi-gui NPE performing find service by id,spyhunter99,spyhunter99,Major,Closed,Fixed,28/Oct/13 18:48,03/Feb/14 19:10,
Bug,JUDDI-678,12676187,juddi-gui does not trap expired auth tokens correctly,spyhunter99,spyhunter99,Major,Closed,Fixed,28/Oct/13 18:25,03/Feb/14 19:10,
Bug,JUDDI-676,12676178,juddi-gui business editor page may not render,spyhunter99,spyhunter99,Major,Closed,Fixed,28/Oct/13 17:49,28/Oct/13 18:50,
Bug,JUDDI-675,12676126,exception throw when UDDIClient.stop is called more than once,spyhunter99,spyhunter99,Major,Closed,Fixed,28/Oct/13 14:35,28/Oct/13 17:26,
