Project,fix-commit,fix-shortMessage,fix-date,fix-author,patch
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uddiuddiorgrelationships.java b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uddiuddiorgrelationships.java
index 2748bba..25c2580 100644
--- a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uddiuddiorgrelationships.java
+++ b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uddiuddiorgrelationships.java
@@ -50,6 +50,11 @@
                 ret.add(""peer-peer"");
                 return ret;
         }
+
+        @Override
+        public String getMyKey() {
+                return ""uddi:uddi.org:relationships"";
+        }
         
 
 }
"
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid25b22e3e3dfa3024b02a3438b9050b59.java b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid25b22e3e3dfa3024b02a3438b9050b59.java
index 11db5ab..987d2e9 100644
--- a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid25b22e3e3dfa3024b02a3438b9050b59.java
+++ b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid25b22e3e3dfa3024b02a3438b9050b59.java
@@ -22,4 +22,8 @@
  */
 public class Uuid25b22e3e3dfa3024b02a3438b9050b59 extends Uddiuddiorgcategorizationvalidatedby{
 
+        @Override
+        public String getKey(){
+                return ""uuid:25b22e3e-3dfa-3024-b02a-3438b9050b59"";
+        }
 }
"
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid327a56f032994461bc235cd513e95c55.java b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid327a56f032994461bc235cd513e95c55.java
index 358dc83..c96e9e3 100644
--- a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid327a56f032994461bc235cd513e95c55.java
+++ b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid327a56f032994461bc235cd513e95c55.java
@@ -21,5 +21,8 @@
  * @author Alex O'Ree
  */
 public class Uuid327a56f032994461bc235cd513e95c55 extends Uddiuddiorgcategorizationnodes{
-
+        @Override
+        public String getMyKey(){
+                return ""uuid:327A56F0-3299-4461-BC23-5CD513E95C55"".toLowerCase();
+        }
 }
"
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid4064c0646d144f3589539652106476a9.java b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid4064c0646d144f3589539652106476a9.java
index fea9ef4..75d85f2 100644
--- a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid4064c0646d144f3589539652106476a9.java
+++ b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid4064c0646d144f3589539652106476a9.java
@@ -17,9 +17,13 @@
 package org.apache.juddi.validation.vsv;
 
 /**
- *
+ * ownung business
  * @author Alex O'Ree
  */
 public class Uuid4064c0646d144f3589539652106476a9 extends Uddiuddiorgcategorizationowningbusiness {
+        @Override
+        public String getMyKey(){
+                return ""uuid:4064C064-6D14-4F35-8953-9652106476A9"".toLowerCase();
+        }
 
 }
"
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid5678dd4ff95d35f99ea6f79a7dd64656.java b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid5678dd4ff95d35f99ea6f79a7dd64656.java
index e08407e..379ab54 100644
--- a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid5678dd4ff95d35f99ea6f79a7dd64656.java
+++ b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid5678dd4ff95d35f99ea6f79a7dd64656.java
@@ -17,9 +17,13 @@
 package org.apache.juddi.validation.vsv;
 
 /**
- *
+ *dervied from
  * @author Alex O'Ree
  */
 public class Uuid5678dd4ff95d35f99ea6f79a7dd64656 extends Uddiuddiorgcategorizationderivedfrom {
-
+        
+        @Override
+        public String getMyKey(){
+                return ""uuid:5678dd4f-f95d-35f9-9ea6-f79a7dd64656"";
+        }
 }
"
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid807a2c6aee22470dadc7e0424a337c03.java b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid807a2c6aee22470dadc7e0424a337c03.java
index 55ed982..c09ddc8 100644
--- a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid807a2c6aee22470dadc7e0424a337c03.java
+++ b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid807a2c6aee22470dadc7e0424a337c03.java
@@ -17,9 +17,12 @@
 package org.apache.juddi.validation.vsv;
 
 /**
- *
+ *relationships
  * @author Alex O'Ree
  */
 public class Uuid807a2c6aee22470dadc7e0424a337c03 extends Uddiuddiorgrelationships{
-
+        @Override
+        public String getMyKey(){
+                return ""uuid:807A2C6A-EE22-470D-ADC7-E0424A337C03"".toLowerCase();
+        }
 }
"
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid916b87bf075639198eae97dfa325e5a4.java b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid916b87bf075639198eae97dfa325e5a4.java
index 60b339a..337deb0 100644
--- a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid916b87bf075639198eae97dfa325e5a4.java
+++ b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuid916b87bf075639198eae97dfa325e5a4.java
@@ -22,4 +22,6 @@
  */
 public class Uuid916b87bf075639198eae97dfa325e5a4 extends Uddiuddiorgcategorizationentitykeyvalues {
 
+        @Override
+        public String getMyKey(){return ""uuid:916b87bf-0756-3919-8eae-97dfa325e5a4"";}
 }
"
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuidc1acf26d967244049d7039b756e62ab4.java b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuidc1acf26d967244049d7039b756e62ab4.java
index d5ceeec..c053a7a 100644
--- a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuidc1acf26d967244049d7039b756e62ab4.java
+++ b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuidc1acf26d967244049d7039b756e62ab4.java
@@ -21,5 +21,7 @@
  * @author Alex O'Ree
  */
 public class Uuidc1acf26d967244049d7039b756e62ab4 extends Uddiuddiorgcategorizationtypes {
-
+        public String getMyKey(){
+                return ""uuid:C1ACF26D-9672-4404-9D70-39B756E62AB4"".toLowerCase();
+        }
 }
"
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuide59ae32077a511d5b8980004ac49cc1e.java b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuide59ae32077a511d5b8980004ac49cc1e.java
index f18e385..ce663e1 100644
--- a/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuide59ae32077a511d5b8980004ac49cc1e.java
+++ b/juddi-core/src/main/java/org/apache/juddi/validation/vsv/Uuide59ae32077a511d5b8980004ac49cc1e.java
@@ -17,9 +17,12 @@
 package org.apache.juddi.validation.vsv;
 
 /**
- *
+ *replaced by
  * @author Alex O'Ree
  */
 public class Uuide59ae32077a511d5b8980004ac49cc1e extends Uddiuddiorgidentifierisreplacedby {
-
+        @Override
+        public String getMyKey(){
+                return ""uuid:E59AE320-77A5-11D5-B898-0004AC49CC1E"".toLowerCase();
+        }
 }
"
juddi,8c5350d8f7c554f4826096791f94aaed7b4ebf7f,"JUDDI-922 fixed, note: API change
",2015-01-20 21:36:20,Alex,"diff --git a/juddi-examples/ValueSetValidator/src/main/java/org/apache/juddi/validation/vsv/Uddiwwwbobcomverifiedtmodel.java b/juddi-examples/ValueSetValidator/src/main/java/org/apache/juddi/validation/vsv/Uddiwwwbobcomverifiedtmodel.java
index cb79c0c..af12e33 100644
--- a/juddi-examples/ValueSetValidator/src/main/java/org/apache/juddi/validation/vsv/Uddiwwwbobcomverifiedtmodel.java
+++ b/juddi-examples/ValueSetValidator/src/main/java/org/apache/juddi/validation/vsv/Uddiwwwbobcomverifiedtmodel.java
@@ -32,4 +32,9 @@
                 return ret;
         }
 
+        @Override
+        public String getMyKey() {
+                return ""uddi:www.bob.com:verified-tmodel"";
+        }
+
 }
"
juddi,75f1a2b7d778c5ad349892d691cf1ab82bcfac67,"JUDDI-921 fixed
",2015-01-19 08:52:07,Alex,"diff --git a/juddi-client/src/main/java/org/apache/juddi/v3/client/cryptor/DigSigUtil.java b/juddi-client/src/main/java/org/apache/juddi/v3/client/cryptor/DigSigUtil.java
index d58bcd7..80f317b 100644
--- a/juddi-client/src/main/java/org/apache/juddi/v3/client/cryptor/DigSigUtil.java
+++ b/juddi-client/src/main/java/org/apache/juddi/v3/client/cryptor/DigSigUtil.java
@@ -110,6 +110,10 @@
                 this.map = config;
         }
 
+        /**
+         * Creates a new instance of the digital signature utility with no configuration options set.
+         * @throws CertificateException 
+         */
         public DigSigUtil() throws CertificateException {
                 cf = CertificateFactory.getInstance(""X.509"");
         }
@@ -407,13 +411,13 @@
                                 Node sig = childNodes.item(i);
                                 for (int k = 0; k < sig.getChildNodes().getLength(); k++) {
                                         //      System.out.println(sig.getChildNodes().item(k).getNamespaceURI() + "" "" + sig.getChildNodes().item(k).getNodeName());
-                                        if (sig.getChildNodes().item(k).getLocalName().equalsIgnoreCase(""KeyInfo"")) {
+                                        if (""KeyInfo"".equalsIgnoreCase(sig.getChildNodes().item(k).getLocalName())) {
                                                 //TODO figure out how to reference Subject DN, serial, thumbprint, etc
                                                 for (int j = 0; j < sig.getChildNodes().item(k).getChildNodes().getLength(); j++) {
-                                                        if (sig.getChildNodes().item(k).getChildNodes().item(j).getLocalName().equalsIgnoreCase(""X509Data"")) {
+                                                        if (""X509Data"".equalsIgnoreCase(sig.getChildNodes().item(k).getChildNodes().item(j).getLocalName())) {
                                                                 Node X509Data = sig.getChildNodes().item(k).getChildNodes().item(j);
                                                                 for (int x = 0; x < X509Data.getChildNodes().getLength(); x++) {
-                                                                        if (X509Data.getChildNodes().item(x).getLocalName().equalsIgnoreCase(""X509Certificate"")) {
+                                                                        if (""X509Certificate"".equalsIgnoreCase(X509Data.getChildNodes().item(x).getLocalName())) {
                                         //yay found it!
 
                                                                                 String c
"
juddi,2ba82c8ea43ed7e405dda8f4e3894d109ab89ca8,"JUDDI-913 fixed and tested
",2015-01-18 21:36:07,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/api/impl/UDDIPublicationImpl.java b/juddi-core/src/main/java/org/apache/juddi/api/impl/UDDIPublicationImpl.java
index a62e1c6..0139497 100644
--- a/juddi-core/src/main/java/org/apache/juddi/api/impl/UDDIPublicationImpl.java
+++ b/juddi-core/src/main/java/org/apache/juddi/api/impl/UDDIPublicationImpl.java
@@ -25,6 +25,7 @@
 import javax.jws.WebService;
 import javax.persistence.EntityManager;
 import javax.persistence.EntityTransaction;
+import javax.persistence.Query;
 import javax.xml.bind.JAXB;
 import javax.xml.datatype.DatatypeConfigurationException;
 import javax.xml.datatype.DatatypeFactory;
@@ -43,9 +44,9 @@
 import org.apache.juddi.model.BusinessEntity;
 import org.apache.juddi.model.BusinessService;
 import org.apache.juddi.model.ChangeRecord;
+import org.apache.juddi.model.Signature;
 import org.apache.juddi.model.Tmodel;
 import org.apache.juddi.model.UddiEntityPublisher;
-import org.apache.juddi.query.DeletePublisherAssertionByBusinessQuery;
 import org.apache.juddi.query.FetchBusinessEntitiesQuery;
 import org.apache.juddi.query.FetchTModelsQuery;
 import org.apache.juddi.query.FindBusinessByPublisherQuery;
@@ -156,6 +157,9 @@
                                                 if (publisher.isOwner(existingPubAssertion.getBusinessEntityByToKey())) {
                                                         existingPubAssertion.setToCheck(""true"");
                                                 }
+                                                //it's also possible that the signatures have changed
+                                                removeExistingPublisherAssertionSignatures(existingPubAssertion.getBusinessEntityByFromKey().getEntityKey(), existingPubAssertion.getBusinessEntityByToKey().getEntityKey(), em);
+                                                savePushliserAssertionSignatures(existingPubAssertion.getBusinessEntityByFromKey().getEntityKey(), existingPubAssertion.getBusinessEntityByToKey().getEntityKey(), modelPubAssertion.getSignatures(), em);
 
                                                 em.merge(existingPubAssertion);
                                                 persistNewAssertion = false;
@@ -164,6 +168,7 @@
                                                 // Otherwise, it is a new relationship between these entities.  Remove the old one so the new one can be added.
                                                 // TODO: the model only seems to allow one assertion per two business (primary key is fromKey and toKey). Spec seems to imply as 
                                                 // many relationships as desired (the differentiator would be the keyedRef values).
+                                                removeExistingPublisherAssertionSignatures(existingPubAssertion.getBusinessEntityByFromKey().getEntityKey(), existingPubAssertion.getBusinessEntityByToKey().getEntityKey(), em);
                                                 em.remove(existingPubAssertion);
                                                 changes.add(getChangeRecord_deletePublisherAssertion(apiPubAssertion, node, true, true, System.currentTimeMillis()));
                                         }
@@ -185,6 +190,8 @@
                                                 modelPubAssertion.setToCheck(""true"");
                                         }
                                         modelPubAssertion.setModified(new Date());
+                                         savePushliserAssertionSignatures(modelPubAssertion.getBusinessEntityByFromKey().getEntityKey(), modelPubAssertion.getBusinessEntityByToKey().getEntityKey(), modelPubAssertion.getSignatures(), em);
+
                                         em.persist(modelPubAssertion);
 
                                         changes.add(getChangeRecord_NewAssertion(apiPubAssertion, modelPubAssertion, node));
@@ -359,9 +366,15 @@
                                 }
                                 if (""false"".equalsIgnoreCase(existingPubAssertion.getToCheck())
                                         && ""false"".equalsIgnoreCase(existingPubAssertion.getFromCheck())) {
+                                        logger.info(""Publisher assertion updated database via replication"");
+                                        removeExistingPublisherAssertionSignatures(existingPubAssertion.getBusinessEntityByFromKey().getEntityKey(), existingPubAssertion.getBusinessEntityByToKey().getEntityKey(), em);
                                         em.remove(existingPubAssertion);
                                 } else {
                                         existingPubAssertion.setModified(new Date());
+                                        logger.info(""Publisher assertion updated database via replication"");
+                                        removeExistingPublisherAssertionSignatures(existingPubAssertion.getBusinessEntityByFromKey().getEntityKey(), existingPubAssertion.getBusinessEntityByToKey().getEntityKey(), em);
+                                        savePushliserAssertionSignatures(existingPubAssertion.getBusinessEntityByFromKey().getEntityKey(),
+                                                existingPubAssertion.getBusinessEntityByToKey().getEntityKey(), modelPubAssertion.getSignatures(), em);
                                         em.persist(existingPubAssertion);
                                 }
 
@@ -419,11 +432,15 @@
                 }
                 if (""false"".equalsIgnoreCase(existingPubAssertion.getToCheck())
                         && ""false"".equalsIgnoreCase(existingPubAssertion.getFromCheck())) {
-                        logger.info(""!!!Deletion of publisher assertion from database via replication"");
+                        logger.info(""Deletion of publisher assertion from database via replication"");
+                        removeExistingPublisherAssertionSignatures(existingPubAssertion.getBusinessEntityByFromKey().getEntityKey(), existingPubAssertion.getBusinessEntityByToKey().getEntityKey(), em);
                         em.remove(existingPubAssertion);
                 } else {
                         existingPubAssertion.setModified(new Date());
-                        logger.info(""!!!Publisher assertion update database via replication"");
+                        logger.info(""Publisher assertion updated database via replication"");
+                        removeExistingPublisherAssertionSignatures(existingPubAssertion.getBusinessEntityByFromKey().getEntityKey(), existingPubAssertion.getBusinessEntityByToKey().getEntityKey(), em);
+                        savePushliserAssertionSignatures(existingPubAssertion.getBusinessEntityByFromKey().getEntityKey(),
+                                existingPubAssertion.getBusinessEntityByToKey().getEntityKey(), modelPubAssertion.getSignatures(), em);
                         em.persist(existingPubAssertion);
                 }
 
@@ -927,7 +944,7 @@
                         List<ChangeRecord> changes = new ArrayList<ChangeRecord>();
                         for (org.uddi.api_v3.TModel apiTModel : apiTModelList) {
 
-                               // Object obj=em.find( org.apache.juddi.model.Tmodel.class, apiTModel.getTModelKey());
+                                // Object obj=em.find( org.apache.juddi.model.Tmodel.class, apiTModel.getTModelKey());
                                 //just making changes to an existing tModel, no worries
                                 org.apache.juddi.model.Tmodel modelTModel = new org.apache.juddi.model.Tmodel();
 
@@ -940,14 +957,14 @@
                                 result.getTModel().add(apiTModel);
                                 changes.add(getChangeRecord(modelTModel, apiTModel, node));
                                 /*
-                                //TODO JUDDI-915
-                                if (obj != null) {
+                                 //TODO JUDDI-915
+                                 if (obj != null) {
 
-                                        changes.add(getChangeRecord(modelTModel, apiTModel, node));
-                                } else {
-                                        //special case for replication, must setup a new data conditional change record
-                                        changes.add(getChangeRecordConditional(modelTModel, apiTModel, node));
-                                }*/
+                                 changes.add(getChangeRecord(modelTModel, apiTModel, node));
+                                 } else {
+                                 //special case for replication, must setup a new data conditional change record
+                                 changes.add(getChangeRecordConditional(modelTModel, apiTModel, node));
+                                 }*/
 
                         }
 
@@ -1574,4 +1591,22 @@
                 return cr;
         }
 
+        private void removeExistingPublisherAssertionSignatures(String from, String to, EntityManager em) {
+                Query createQuery = em.createQuery(""delete from Signature pa where pa.publisherAssertionFromKey=:from and pa.publisherAssertionToKey=:to"");
+                createQuery.setParameter(""from"", from);
+                createQuery.setParameter(""to"", to);
+                createQuery.executeUpdate();
+        }
+
+        private void savePushliserAssertionSignatures(String from, String to, List<Signature> signatures, EntityManager em) {
+                if (signatures == null) {
+                        return;
+                }
+                for (Signature s : signatures) {
+                        s.setPublisherAssertionFromKey(from);
+                        s.setPublisherAssertionToKey(to);
+                        em.persist(s);
+                }
+        }
+
 }
"
juddi,2ba82c8ea43ed7e405dda8f4e3894d109ab89ca8,"JUDDI-913 fixed and tested
",2015-01-18 21:36:07,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/mapping/MappingApiToModel.java b/juddi-core/src/main/java/org/apache/juddi/mapping/MappingApiToModel.java
index 0648a02..1dd95a4 100644
--- a/juddi-core/src/main/java/org/apache/juddi/mapping/MappingApiToModel.java
+++ b/juddi-core/src/main/java/org/apache/juddi/mapping/MappingApiToModel.java
@@ -1004,10 +1004,14 @@
                 }
                 if (!apiPubAssertion.getSignature().isEmpty())
                 {
-                      /*  modelPubAssertion.setSignatures(mapApiSignaturesToModelSignatures(apiPubAssertion.getSignature()));
+                        modelPubAssertion.setSignatures(mapApiSignaturesToModelSignatures(apiPubAssertion.getSignature()));
                         for (Signature s : modelPubAssertion.getSignatures())
-                                s.setPublisherAssertion(modelPubAssertion);
-                        */
+                        {        s.setPublisherAssertionFromKey(modelPubAssertion.getBusinessEntityByFromKey().getEntityKey());
+                                s.setPublisherAssertionToKey(modelPubAssertion.getBusinessEntityByToKey().getEntityKey());
+                                
+                        }
+                        
+                        
                 }
         }
 
"
juddi,2ba82c8ea43ed7e405dda8f4e3894d109ab89ca8,"JUDDI-913 fixed and tested
",2015-01-18 21:36:07,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/mapping/MappingModelToApi.java b/juddi-core/src/main/java/org/apache/juddi/mapping/MappingModelToApi.java
index 98d3ec9..f622097 100644
--- a/juddi-core/src/main/java/org/apache/juddi/mapping/MappingModelToApi.java
+++ b/juddi-core/src/main/java/org/apache/juddi/mapping/MappingModelToApi.java
@@ -1018,11 +1018,11 @@
                 keyedRef.setKeyName(modelPublisherAssertion.getKeyName());
                 keyedRef.setKeyValue(modelPublisherAssertion.getKeyValue());
 
-               /* if (modelPublisherAssertion.getSignatures()!=null &&
+                if (modelPublisherAssertion.getSignatures()!=null &&
                         !modelPublisherAssertion.getSignatures().isEmpty())
                 {
                         mapSignature(modelPublisherAssertion.getSignatures(), apiPublisherAssertion.getSignature());
-                }*/
+                }
                 apiPublisherAssertion.setKeyedReference(keyedRef);
                
         }
"
juddi,2ba82c8ea43ed7e405dda8f4e3894d109ab89ca8,"JUDDI-913 fixed and tested
",2015-01-18 21:36:07,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/model/PublisherAssertion.java b/juddi-core/src/main/java/org/apache/juddi/model/PublisherAssertion.java
index 3f9d592..c00269d 100644
--- a/juddi-core/src/main/java/org/apache/juddi/model/PublisherAssertion.java
+++ b/juddi-core/src/main/java/org/apache/juddi/model/PublisherAssertion.java
@@ -28,7 +28,6 @@
 import javax.persistence.JoinColumn;
 import javax.persistence.ManyToOne;
 import javax.persistence.OneToMany;
-import javax.persistence.OrderBy;
 import javax.persistence.Table;
 import javax.persistence.Temporal;
 import javax.persistence.TemporalType;
@@ -95,6 +94,8 @@
 	public void setId(PublisherAssertionId id) {
 		this.id = id;
 	}
+         
+        
 	@ManyToOne(fetch = FetchType.LAZY)
 	@JoinColumn(name = ""to_key"", nullable = false, insertable = false, updatable = false)
 
@@ -170,13 +171,15 @@
                 return (this.id.equals(rhs.id));
         }
         
-        /*
+        
         @OneToMany(cascade = CascadeType.ALL, fetch = FetchType.LAZY)
         public List<Signature> getSignatures() {
+                if (signatures==null)
+                        signatures=new ArrayList<Signature>();
                 return signatures;
         }
 
         public void setSignatures(List<Signature> signatures) {
                 this.signatures = signatures;
-        }*/
+        }
 }
"
juddi,2ba82c8ea43ed7e405dda8f4e3894d109ab89ca8,"JUDDI-913 fixed and tested
",2015-01-18 21:36:07,Alex,"diff --git a/juddi-core/src/main/java/org/apache/juddi/model/Signature.java b/juddi-core/src/main/java/org/apache/juddi/model/Signature.java
index 3b36265..856014a 100644
--- a/juddi-core/src/main/java/org/apache/juddi/model/Signature.java
+++ b/juddi-core/src/main/java/org/apache/juddi/model/Signature.java
@@ -24,7 +24,6 @@
 import javax.persistence.GenerationType;
 import javax.persistence.Id;
 import javax.persistence.JoinColumn;
-import javax.persistence.JoinColumns;
 import javax.persistence.ManyToOne;
 import javax.persistence.OneToMany;
 import javax.persistence.OrderBy;
@@ -50,7 +49,8 @@
     private ReplicationConfiguration replConfig;
     private Tmodel tmodel;
     private String xmlID;
-    private PublisherAssertion assertion;
+    private String assertionFromKey;
+    private String assertionToKey;
 
     @Id
     @GeneratedValue(strategy=GenerationType.AUTO)
@@ -72,18 +72,23 @@
         this.bindingTemplate = bindingTemplate;
     }
     
-    /*@ManyToOne
-    @JoinColumns({  
-        @JoinColumn(name = ""fromKey"", nullable = true),
-        @JoinColumn(name = ""toKey"", nullable = true)
-        })
-    public PublisherAssertion getPublisherAssertion() {
-        return assertion;
+    
+    
+    @Column(nullable = true, length = 255, name = ""passertionfrom"")
+    public String getPublisherAssertionFromKey() {
+        return assertionFromKey;
     }
 
-    public void setPublisherAssertion(PublisherAssertion item) {
-        this.assertion = item;
-    }*/
+    public void setPublisherAssertionFromKey(String item) {
+        this.assertionFromKey = item;
+    }
+    @Column(nullable = true, length = 255, name = ""passertionto"")
+    public String getPublisherAssertionToKey() {
+        return assertionFromKey;
+    }
+    public void setPublisherAssertionToKey(String item) {
+        this.assertionToKey = item;
+    }
  
     
      @ManyToOne
"
